"wf_unit","survey_id","wf_item_id","survey_response_score"
54,11530,7,3
7,12212,5,4
23,11719,4,5
16,10119,4,4
46,11872,8,4
7,10807,4,4
6,10281,5,4
24,12273,2,4
46,11185,2,4
35,11018,3,3
55,11482,4,4
25,11843,8,5
53,13866,4,4
53,10879,6,2
41,12260,4,5
35,11018,7,3
25,10201,2,5
29,12056,4,5
24,12272,2,4
50,11941,6,4
7,12042,5,4
13,12542,3,3
22,11008,2,3
40,12110,7,4
7,12040,4,2
4,11786,3,4
20,11675,10,3
47,11515,8,5
36,11598,3,4
20,10490,6,4
24,11596,4,4
16,11695,1,4
20,10057,9,4
20,10688,9,5
20,11675,7,5
20,11709,6,4
38,11602,8,4
20,10577,9,4
52,10487,8,4
37,11600,6,4
6,10278,4,5
6,10307,3,5
30,11740,2,4
29,11279,7,5
9,10960,1,4
49,12310,3,5
40,10737,9,4
42,11621,6,3
22,11009,2,4
21,12152,10,3
41,13246,3,4
12,10004,4,2
30,11393,7,5
16,12217,7,4
9,11903,1,3
46,12128,10,4
35,12254,2,3
6,11790,9,4
52,11523,3,4
24,12069,3,5
2,10665,2,4
22,11651,8,4
22,10387,4,4
10,11969,6,5
28,13883,3,4
23,10721,4,5
23,10800,10,4
24,12272,3,5
23,12172,5,4
9,10584,2,4
53,11045,10,2
34,12663,4,5
22,11009,8,5
30,12243,5,5
10,12230,7,4
49,10485,6,5
12,10499,7,4
4,11947,6,3
15,11991,6,4
16,10565,1,4
24,12070,6,5
10,10033,10,4
48,12287,10,4
43,11484,5,4
34,11588,6,4
13,10556,6,4
13,16203,4,4
13,10556,2,4
7,11884,5,4
27,10023,3,4
13,12001,3,5
6,10278,10,5
17,12168,8,4
30,10379,3,4
20,12146,8,5
40,14715,3,4
15,11899,8,5
30,10845,3,5
22,11715,9,4
43,11856,7,4
40,11580,10,4
13,10515,2,4
20,11676,6,4
12,11745,4,5
22,11407,6,4
13,10648,3,5
12,10546,2,4
7,11957,5,4
37,10011,3,5
41,11584,4,4
23,11435,9,5
51,10741,7,5
13,11984,2,4
9,11806,7,4
4,11637,7,4
23,12170,8,4
22,11012,8,4
16,12166,4,3
20,12148,9,3
7,12212,2,4
34,15521,4,4
4,11660,2,4
42,11620,3,5
13,10553,8,4
13,10944,9,4
30,11286,10,4
17,12226,8,4
49,11240,2,2
22,11404,3,4
52,10849,2,4
26,10953,2,4
11,11917,4,4
24,12069,8,4
7,10204,7,3
41,12242,5,5
25,10523,2,5
20,11672,7,3
31,10384,10,4
55,11046,5,3
51,11541,8,5
35,10875,4,4
4,11658,9,4
54,11168,8,5
18,10992,4,4
43,11502,6,5
16,12166,8,1
25,10005,10,4
10,10495,9,1
22,10715,5,4
40,10654,8,3
35,12249,3,2
11,11917,3,4
51,11243,7,5
15,12205,3,4
7,10176,6,3
6,10789,8,3
35,11018,9,3
9,11804,1,4
20,10372,9,4
35,10408,8,4
34,10404,7,4
53,11045,2,4
20,12147,2,5
12,11918,7,5
52,11095,3,4
10,12231,7,4
7,10310,9,4
40,10014,5,3
30,10632,3,4
30,11558,8,5
48,12287,8,4
4,12055,6,4
10,11768,7,4
13,12192,8,5
21,11475,4,5
10,10065,5,4
24,11595,6,4
7,10205,5,5
46,11872,4,4
23,15158,3,5
17,12226,5,4
41,11204,6,4
6,11790,7,4
52,11101,2,3
38,11576,9,4
20,10371,10,4
24,11251,4,4
13,10650,4,5
51,11943,3,4
41,12258,1,2
17,10121,3,4
53,14381,4,4
20,10055,2,2
43,10043,4,5
23,10722,4,3
25,10114,3,5
10,10066,9,4
20,11330,3,3
16,12225,5,3
20,11332,5,3
10,10951,8,4
43,11501,1,2
20,12147,6,2
37,11022,4,5
7,10157,10,4
52,11067,5,4
35,11567,5,3
24,10600,5,2
19,11708,5,4
9,11904,9,4
23,11653,9,4
47,14160,4,5
48,11936,7,2
6,10280,10,4
43,11120,8,4
21,10324,8,4
36,11401,7,4
25,11840,4,4
49,12310,9,4
16,10089,10,4
14,11887,3,4
7,11956,5,2
25,10200,9,5
15,12206,7,3
12,10986,7,4
51,11090,9,4
6,10805,8,4
46,10434,2,4
29,12056,5,4
13,10516,10,3
36,11298,6,4
6,10312,7,4
20,11332,6,4
2,12186,9,2
51,11152,4,4
24,12276,7,5
49,11535,9,5
4,12196,6,2
13,12193,6,4
18,10992,6,4
41,11585,1,4
7,10313,7,1
22,16710,4,4
43,11488,4,4
1,10685,7,4
12,10985,8,4
10,11995,9,4
2,11630,2,5
18,11705,9,5
9,10584,3,4
45,11135,7,5
2,10331,3,4
45,10467,9,4
4,11787,10,4
24,10518,4,5
12,10498,2,3
53,11107,3,5
43,10911,6,4
23,10504,1,2
23,11345,7,4
20,11709,5,5
10,10952,3,3
4,10965,3,4
51,11943,2,4
41,11205,2,3
7,11758,5,4
22,12163,8,4
53,14374,3,1
23,12172,2,4
10,10494,10,4
2,11630,6,4
51,11944,3,3
15,11898,3,4
12,11775,6,4
13,12003,9,3
25,11839,6,4
23,11653,5,5
20,10689,3,4
28,13756,4,4
54,11062,3,4
49,14708,4,5
10,10950,7,4
30,10632,10,4
24,10598,9,3
35,10989,10,4
24,10600,8,4
13,10652,5,4
25,10321,5,4
35,14055,4,5
4,11947,10,4
36,11599,10,5
12,10191,4,5
30,10709,7,4
49,11940,4,2
46,12292,2,5
52,13350,3,4
42,13152,3,1
2,10165,3,4
30,10845,6,5
10,10064,5,4
16,10564,9,4
25,10321,9,2
37,12237,3,4
9,11901,8,4
24,10290,6,3
7,12041,2,4
17,10121,2,4
12,11812,2,3
4,11660,4,4
10,10952,8,4
47,11237,6,4
30,11741,2,4
6,11952,9,4
20,10688,2,5
47,10046,9,4
10,10974,9,4
16,10565,7,4
15,11991,5,4
8,11731,2,5
25,11841,3,4
43,10460,9,4
45,11211,8,4
9,10972,3,4
49,12309,7,4
23,13359,4,4
51,11518,10,4
4,10271,4,4
12,10212,7,4
10,10064,7,4
6,10804,6,3
18,11705,4,4
7,10808,5,4
7,10175,1,5
29,10374,2,2
49,11538,2,2
13,10652,9,4
18,11825,9,4
46,12292,10,4
2,11628,2,3
10,10066,7,4
16,11911,6,4
20,11332,7,5
43,10427,4,1
40,10814,10,4
46,12129,8,4
2,10165,4,4
44,11505,8,4
20,10706,5,4
43,11484,3,5
15,12205,8,5
4,11639,6,4
56,11065,5,4
33,12246,10,4
6,10790,5,5
43,11120,7,5
23,11721,9,4
36,12101,7,5
7,11885,4,5
36,11598,4,4
43,10426,7,5
23,10285,9,4
20,11332,8,4
52,10849,8,4
26,10954,6,3
51,17014,4,5
43,10044,5,4
20,10153,5,5
4,10981,3,4
16,10136,9,4
22,11342,9,3
30,12233,3,4
24,10600,6,3
16,10135,1,4
13,10059,4,3
16,10088,1,2
4,11637,9,3
20,11675,8,3
55,11482,8,4
23,10502,5,4
55,11108,1,5
43,15335,3,3
11,11996,5,4
23,11722,2,4
15,11900,5,4
29,15105,4,4
49,11240,9,3
41,10418,3,5
30,11740,8,5
34,11566,10,5
10,10173,6,4
51,12315,3,4
5,10053,10,3
35,11571,9,4
24,11357,3,5
9,11806,5,4
8,12224,5,4
23,10732,7,5
22,10387,7,4
41,12112,9,4
16,10091,10,4
56,11533,10,4
7,12213,6,4
20,11710,3,4
10,10590,3,5
9,10947,6,3
15,10533,8,4
40,10446,7,4
4,11946,3,4
16,10543,4,4
41,11583,10,3
20,10689,6,4
7,12040,6,4
16,10543,1,4
22,10382,8,4
43,10428,10,4
20,12480,3,3
40,13649,4,4
25,10201,9,5
32,10385,4,2
43,10462,1,2
44,11178,5,5
25,11842,2,4
53,17037,4,2
23,10282,9,4
9,12229,2,4
31,10633,3,4
7,10309,3,4
55,11481,2,4
22,11651,9,3
56,11533,2,4
28,14883,3,3
20,11332,3,4
23,11414,8,2
29,10908,3,4
51,11090,7,4
30,10708,8,5
20,10373,5,5
43,10460,7,4
20,10690,4,4
23,11343,4,4
10,10065,2,4
43,11855,1,5
18,11705,8,4
24,10110,8,4
38,10731,4,4
7,12212,9,4
7,12045,2,4
18,10264,10,1
16,10089,2,4
23,12172,1,2
10,10952,5,4
13,10651,5,4
36,10642,4,4
34,11565,3,3
9,10032,4,4
35,10777,7,4
13,10552,6,5
40,10655,9,4
24,12273,6,3
20,16658,4,4
13,12194,6,5
40,11580,9,4
35,11294,6,3
55,11063,4,4
18,10992,5,4
52,14789,3,4
35,11292,4,2
12,10497,5,4
21,11475,9,4
9,10961,2,4
24,12069,4,5
15,10560,2,4
28,16132,3,5
13,11816,7,4
7,10830,10,4
13,10553,7,3
20,10073,10,4
17,11450,7,4
43,11126,2,4
34,10155,10,4
2,15613,3,2
23,11434,6,4
5,11648,6,4
13,10552,9,4
35,10989,5,2
16,10248,7,4
43,16604,3,5
15,14231,4,4
24,10596,8,5
40,12108,8,3
23,12169,9,4
17,12175,7,5
4,10270,10,4
49,11534,8,4
30,11558,10,3
27,10024,5,2
40,10653,2,4
5,10053,4,5
17,12168,4,4
36,10783,2,4
4,10181,8,4
9,10947,2,4
24,12276,10,5
24,10598,6,4
41,14719,3,5
51,11153,4,4
29,11279,3,5
51,12315,2,4
12,11997,6,4
13,11928,10,4
47,12302,4,5
20,10056,3,2
20,11673,8,4
25,11840,5,3
7,10160,3,4
20,11331,5,4
37,11021,4,5
39,10787,9,3
40,10417,4,3
35,11569,1,4
29,11386,4,4
52,12319,6,4
29,11387,7,4
46,10434,7,4
41,11617,7,4
4,11661,4,3
10,11912,4,4
21,11475,10,5
40,10416,5,4
29,11279,9,4
30,11394,4,3
29,10931,9,4
29,11876,5,5
47,11516,5,4
13,11929,8,4
40,11580,6,4
51,11518,7,4
41,10420,2,3
41,11115,2,4
52,10849,9,3
24,10289,4,4
7,11757,10,5
51,10486,5,4
2,10165,6,4
46,11186,4,5
15,10533,6,2
35,11294,10,3
16,12218,4,3
12,10212,2,5
15,12208,6,3
52,11454,7,5
16,10090,5,4
22,11012,6,4
12,11748,9,4
37,11600,8,5
25,10523,8,5
9,10585,3,3
37,13132,4,3
17,11920,8,5
40,10014,10,3
25,11361,5,4
15,11691,4,4
43,10461,2,3
24,10292,6,4
23,10285,4,4
9,10199,3,4
16,11908,1,2
24,11354,2,5
35,13796,3,4
43,11855,3,5
32,14044,3,5
23,11347,7,4
46,11875,6,4
6,13981,4,4
53,14405,3,2
2,11633,10,1
52,10487,7,4
14,10524,6,2
31,10384,2,3
29,11555,3,5
28,10881,7,4
23,11720,10,2
20,11336,6,4
23,12061,9,4
55,11064,6,3
9,11901,4,3
12,11748,8,5
30,12086,6,4
4,11639,10,4
35,10409,9,5
37,15567,4,3
24,12566,3,4
35,10156,4,4
15,12208,10,4
26,10954,4,4
34,10404,5,4
41,11585,7,4
22,11011,5,5
56,11042,9,5
55,14482,4,3
20,10706,2,4
7,12220,7,5
22,11013,8,4
46,11874,3,4
16,11697,10,4
17,12174,1,4
40,10655,10,4
12,10094,3,4
53,11045,3,3
23,10720,1,4
54,11061,9,4
30,10708,3,5
24,12278,5,4
10,10974,5,4
4,11660,6,4
23,10282,4,4
53,14421,3,4
52,11067,9,3
51,11520,8,4
13,11879,8,4
52,10850,10,2
19,16331,4,4
12,10505,7,4
1,13671,3,4
25,13555,4,5
46,10916,5,5
7,10309,7,3
16,10228,4,3
16,12215,2,4
22,11011,2,4
7,12043,10,4
15,11900,7,4
40,10814,8,5
52,12318,4,4
16,12010,5,4
33,10394,10,4
46,10434,10,5
35,11567,6,4
52,10851,5,4
9,16178,4,2
24,10520,5,5
6,10295,5,4
30,12244,10,5
30,11741,5,4
20,11672,5,3
29,14078,3,5
36,10642,3,5
16,12218,2,1
10,10067,5,4
22,11009,5,4
6,10054,9,4
31,12245,7,4
2,10684,2,5
35,11573,2,5
40,10417,10,4
52,11077,8,4
13,10555,6,4
56,11042,3,5
43,10462,3,3
23,12173,8,4
43,11487,9,2
17,12015,9,3
12,10505,10,4
6,10788,8,5
51,11090,5,4
16,11697,2,4
20,11335,7,4
25,10115,5,5
53,15273,3,3
24,11829,9,5
29,10931,7,5
43,11489,7,5
23,10724,6,5
55,10759,4,2
51,17012,3,3
43,10912,10,4
20,10373,7,5
25,11360,2,4
35,10779,2,4
36,10442,10,4
30,11739,8,4
7,11793,7,5
49,12304,4,5
9,10584,8,4
51,10741,4,5
55,11480,5,5
16,11697,1,3
16,10118,7,3
10,11916,3,4
20,10574,4,4
52,10849,10,4
52,11543,5,4
12,10985,4,3
28,13612,3,3
37,10011,4,5
38,12102,5,4
53,11072,6,4
39,11304,2,2
43,11327,6,2
1,10681,6,4
12,10548,6,4
4,11659,6,5
6,10312,3,4
12,12140,6,4
25,12074,6,4
55,10759,3,3
29,10908,7,4
35,10409,10,4
9,12704,3,4
53,11163,7,4
49,11534,4,4
9,10171,8,4
10,11733,3,2
16,10228,9,4
26,11847,6,4
20,11673,4,4
43,11487,2,5
51,11943,5,4
55,11109,5,2
19,15717,4,5
51,10486,9,5
13,12194,2,4
18,12138,10,3
43,11503,5,4
27,10605,7,3
46,11872,5,4
10,10952,7,2
29,10929,3,4
16,16022,4,5
5,10294,9,4
9,11902,9,4
25,10005,8,5
25,12285,5,4
49,12310,8,5
46,11186,8,5
32,11399,5,4
43,11120,1,4
41,11834,8,5
23,10716,9,2
24,12272,6,4
24,11358,9,4
9,11904,10,4
30,11741,9,4
35,10407,1,2
16,10091,1,1
4,12196,3,4
52,11092,5,5
16,10090,4,3
10,14253,3,4
18,11466,6,4
47,10482,3,5
11,11996,6,2
12,10002,7,2
4,11661,3,4
35,10407,2,3
2,11629,2,4
13,10650,9,4
9,10171,6,3
49,11940,6,5
25,10116,4,5
41,11584,1,2
10,12497,3,4
4,11658,8,4
17,12174,2,4
20,11672,9,3
25,11842,7,2
6,10805,3,2
37,12237,6,5
13,10059,2,3
7,10807,2,5
9,12703,3,5
52,10849,6,4
13,10944,5,5
12,16302,3,3
20,10574,8,4
6,10312,4,4
24,12278,2,3
10,11743,3,4
55,11480,8,4
7,10315,10,4
24,10108,4,4
10,10495,6,3
26,10530,6,3
37,12256,6,4
20,11676,4,4
23,11413,4,4
20,10705,7,4
51,14617,4,4
7,10157,9,4
43,11122,3,4
49,13325,4,5
31,10633,5,4
40,11609,10,4
51,11945,3,4
55,11046,6,4
29,10928,2,4
5,11648,5,4
17,12175,2,4
12,11749,8,4
7,10317,9,4
15,10560,5,3
12,10212,10,3
7,12043,9,3
52,11455,9,4
25,10201,3,5
7,12220,10,5
23,11434,5,4
41,14549,4,5
16,12217,2,4
52,14788,3,4
25,12280,5,4
43,11487,7,5
7,10314,8,3
55,12330,5,3
35,11293,3,4
43,11487,4,3
6,12727,4,4
55,11482,9,2
7,10310,6,4
52,10743,4,5
43,11489,1,5
24,12069,7,4
7,10209,2,4
20,10574,7,2
34,11588,7,4
24,11442,5,4
43,11501,2,4
53,14640,3,3
46,11872,3,4
9,10170,7,5
39,11301,6,4
52,11077,2,4
52,10487,4,2
10,10974,3,4
13,11928,6,4
45,11135,9,5
52,11093,9,2
24,11425,3,4
23,11034,6,5
52,11154,7,4
12,11809,9,5
10,10064,8,4
1,13670,3,4
6,10276,9,5
42,10017,5,4
51,11542,7,4
23,11719,7,4
37,12256,4,4
23,11345,4,4
2,10684,5,5
55,17044,4,5
24,14365,4,4
41,12257,7,4
13,11930,5,5
25,10113,5,5
16,12219,8,4
30,15878,4,5
16,10134,2,2
22,11432,9,4
51,12315,8,4
36,10412,5,4
9,11901,3,3
23,12061,1,4
12,10546,10,4
55,11063,9,4
40,13649,3,4
41,11204,1,3
2,11633,5,2
35,12094,10,1
54,15289,4,5
9,10587,5,4
10,11968,5,4
13,11983,10,4
52,11092,2,5
35,11572,7,4
43,10461,6,4
25,10522,2,4
18,10992,8,4
9,11806,6,3
52,11154,3,4
4,11750,7,4
10,11768,8,4
12,11918,4,5
23,10284,4,5
12,11749,9,4
9,10032,6,4
30,10846,10,3
13,10647,5,4
16,10349,9,2
54,11169,4,4
6,10186,6,1
23,11033,6,4
20,11332,9,4
56,11042,5,4
2,12185,6,4
20,10380,8,4
16,11910,2,4
20,10380,6,4
51,10741,2,5
12,10985,3,4
16,10350,2,4
46,11873,6,3
43,10911,8,4
28,10906,3,4
23,11722,4,4
6,10804,9,4
35,10780,5,4
20,10151,3,4
51,11537,10,4
27,10023,8,4
30,11398,6,4
23,10282,10,4
23,11720,8,3
15,12206,3,4
10,11995,6,4
30,10632,8,4
6,16263,3,4
52,11101,6,3
35,11567,9,4
47,10046,10,4
43,11856,5,4
23,10720,4,4
29,14078,4,5
12,10988,9,3
38,11602,7,4
5,11648,7,4
24,11444,5,4
38,11023,6,3
23,10800,5,4
6,11789,10,5
7,11757,5,5
23,11346,5,5
43,11327,8,5
43,10912,5,3
55,11064,2,4
23,10388,5,5
10,11967,2,5
7,11884,9,4
9,10170,6,5
23,12173,2,5
35,11571,10,3
43,10043,1,5
46,11137,2,4
47,11516,6,4
41,12242,10,5
10,10033,2,5
4,12052,6,4
24,10320,6,4
7,10808,3,4
43,10043,10,5
55,11108,8,4
46,11419,4,4
43,10043,5,5
35,10875,8,4
7,10210,4,3
23,11722,8,4
36,11575,2,5
52,11521,4,5
29,10930,2,3
8,10179,9,5
23,11413,7,4
41,11618,10,4
20,10055,5,2
52,11522,9,2
54,12328,10,4
10,10065,6,4
16,10349,6,4
17,12167,5,4
46,11187,7,5
24,11355,3,5
40,11307,9,4
51,11152,2,4
52,11093,10,4
23,11016,5,4
46,11874,9,3
43,11486,8,4
15,11690,4,4
53,11072,8,3
7,10160,4,5
23,12171,7,4
28,10369,4,4
49,15441,4,4
29,11877,4,2
53,14477,4,4
23,11719,3,5
52,11094,2,5
10,10173,9,4
30,10770,9,4
34,11566,4,4
6,10296,3,4
20,10055,8,3
47,12301,2,5
35,11571,7,4
22,11405,7,4
13,12149,8,5
35,10406,3,5
41,11205,3,5
40,11833,4,4
24,10289,6,4
36,10784,5,4
20,11332,2,4
20,10057,5,4
30,10106,5,4
13,10646,4,4
42,10817,9,1
6,10164,2,2
23,11346,4,5
12,11811,4,4
10,12231,2,4
12,11976,2,5
20,11003,7,4
12,11811,3,5
7,12041,8,4
24,11352,7,3
23,10503,9,4
4,10981,9,4
10,10064,10,4
52,12318,10,3
46,12293,6,2
43,12123,5,4
12,11812,8,5
24,11038,6,4
26,10953,10,4
7,12211,4,3
23,10725,7,4
4,12054,7,5
23,11412,9,4
25,10117,6,2
18,12020,10,4
13,10646,3,4
39,11304,3,4
22,11341,10,3
52,11453,8,4
15,10535,4,5
7,10323,2,4
26,11603,7,4
10,10173,8,4
7,10808,8,4
16,11695,2,4
51,11945,9,5
42,10422,9,5
40,10814,2,4
43,10044,7,4
40,10416,4,4
54,12329,7,5
7,10158,10,4
37,10730,6,3
25,11256,2,3
56,11055,6,5
42,11621,3,3
8,12224,10,4
22,15197,4,2
6,10184,2,4
23,11717,2,5
23,11717,9,5
12,11998,7,4
56,11042,10,4
16,12225,8,4
22,11407,4,4
43,11487,8,4
16,10245,4,5
26,10530,8,4
4,11786,4,4
20,10153,4,5
4,10965,8,4
31,10633,2,4
18,11826,10,5
6,11953,9,5
16,10564,1,2
51,11519,9,4
6,10280,9,5
7,11793,2,5
23,11654,4,5
10,10950,6,4
36,11598,8,4
9,11901,7,4
22,11405,5,5
43,12452,3,2
34,11566,6,5
13,10556,4,4
12,11775,3,5
49,10833,2,4
7,10820,7,5
30,11394,6,2
10,10951,6,4
10,15982,4,4
8,10941,3,5
47,12302,2,5
30,10709,6,5
6,10296,4,4
15,11900,9,4
11,10092,3,5
18,12138,6,5
54,12329,9,5
24,12068,8,4
24,10318,3,4
2,15605,3,5
12,10190,2,5
27,10605,4,3
41,12260,6,5
8,11764,2,4
12,10546,8,5
8,12224,7,4
24,10596,7,5
28,10881,2,4
24,11251,10,4
52,10743,6,5
43,11121,2,5
52,11455,6,4
12,11918,10,4
43,16605,3,4
30,11395,9,4
17,12015,3,3
43,10426,1,4
30,11741,7,4
23,11345,8,4
20,11329,5,4
33,10403,8,5
43,11856,3,4
51,11223,10,4
23,16721,4,5
42,11620,2,5
10,11766,4,4
4,10965,9,4
22,11030,7,3
25,11041,8,5
29,10929,4,3
12,10002,6,4
16,10564,8,5
40,10446,3,4
35,11568,6,4
13,10652,8,4
40,11306,9,4
36,10785,2,4
24,12072,7,5
23,10389,7,5
35,10873,6,3
47,11515,9,4
24,11357,8,5
54,11062,6,2
13,12149,2,5
46,11872,7,4
9,11806,9,4
7,16455,3,4
43,10912,8,5
40,12108,4,3
20,10055,7,1
43,11486,5,4
47,12302,8,5
36,11599,7,5
6,11953,8,5
13,10943,9,4
35,12252,2,5
46,11419,10,4
24,11828,5,4
6,10281,6,4
48,11936,5,4
35,10778,5,4
7,10313,9,1
35,10719,1,4
52,11076,10,4
38,11602,10,4
4,10272,4,5
55,11074,2,4
7,10204,10,4
4,11661,10,4
17,12226,7,4
23,11016,10,4
29,10698,6,5
35,10407,5,4
35,10777,5,4
30,12243,2,4
10,10063,3,4
20,10490,4,4
4,12196,10,3
2,15939,4,4
30,12243,9,4
43,10428,9,4
53,11043,2,4
40,12109,8,3
22,11407,2,4
24,12272,5,5
30,11392,10,3
10,11969,7,4
23,12172,10,4
20,10058,5,5
35,10409,7,4
16,10544,2,4
35,12095,9,4
35,10779,3,4
5,10969,4,4
24,10109,10,5
29,10374,10,4
55,11064,3,2
4,12197,7,3
23,10389,3,5
20,11711,9,4
43,12124,5,4
23,10284,9,5
23,16472,3,4
35,12252,3,5
18,11926,10,5
12,10190,7,5
43,10427,1,2
21,11428,6,5
43,13169,3,4
20,13763,4,4
4,10269,5,4
38,11602,3,5
10,10173,4,4
25,11255,9,4
10,10952,10,3
16,10134,7,2
6,10805,10,4
23,11344,6,4
49,12309,9,2
7,10830,6,4
22,15197,3,2
27,10025,8,4
24,11251,5,4
52,11543,3,4
23,11721,7,4
34,10635,10,3
16,10543,7,4
16,12011,10,4
20,11710,7,4
40,12108,9,4
51,11245,4,4
24,12274,7,5
10,10173,3,4
4,10298,8,4
47,10046,3,4
20,13349,4,5
35,12250,3,5
51,12315,9,4
16,12215,8,4
26,10019,3,5
52,11093,2,4
4,12197,2,4
41,12112,1,4
43,16606,3,5
30,12233,6,4
20,10380,7,4
40,11609,5,5
10,10174,5,5
35,11590,4,5
16,10351,5,4
16,12218,6,1
24,12278,7,4
12,10497,2,4
19,13494,4,4
53,14380,4,4
2,10684,3,4
53,14409,3,4
6,10296,10,4
46,10469,3,4
16,12217,9,4
35,11018,8,4
9,12229,9,2
52,10848,3,4
35,12252,6,3
22,11013,9,4
42,11621,5,4
52,12319,5,4
15,10534,3,4
23,14337,3,5
11,11996,4,4
29,11387,8,4
29,10929,5,4
15,10535,8,4
17,12806,3,5
4,10982,10,4
9,12702,3,3
7,10177,5,5
13,10059,7,3
7,10819,3,5
17,11700,3,4
12,10547,8,4
4,11637,10,4
9,10961,6,3
36,10782,9,2
22,11407,10,3
43,11502,2,4
16,12219,3,4
21,11475,6,5
30,10104,4,5
52,11067,2,5
31,10384,5,3
28,10881,6,4
23,11016,9,4
46,12128,8,5
28,10369,6,2
7,12044,8,2
20,10372,2,3
16,10248,8,4
23,11412,1,3
35,10874,5,4
26,11603,2,4
53,17038,4,4
51,11519,5,4
24,11444,6,3
15,11690,3,4
40,10737,5,4
18,10253,3,4
6,10278,5,5
7,12044,9,1
24,11354,9,3
39,10792,8,4
24,11445,3,5
13,12002,7,4
51,11099,6,4
24,11357,10,5
52,11101,4,4
36,11402,3,5
6,10805,9,4
43,10044,9,3
49,12304,10,5
4,11660,5,4
49,16247,4,5
29,10932,3,4
9,11903,4,4
38,11601,5,4
13,13442,4,4
43,11488,3,4
43,12123,8,4
23,10504,7,3
35,12680,3,5
7,10204,2,4
16,11919,1,1
4,11786,10,4
12,11746,7,3
29,11876,9,5
18,11827,2,4
7,10317,7,4
4,11786,2,4
13,10648,8,4
13,10646,8,4
35,16534,4,5
31,10384,8,5
16,10087,2,4
6,10788,5,5
47,16974,3,4
4,11659,9,4
4,11639,4,4
37,12256,7,4
8,11896,7,3
51,11244,2,4
46,12127,7,4
24,10521,3,4
19,11708,3,4
18,12138,2,5
3,15626,3,5
23,10503,4,4
52,10545,7,4
36,11298,7,4
36,12235,5,4
43,11484,2,4
24,12275,5,5
35,12253,5,5
8,11896,9,4
22,11341,5,4
13,10096,8,3
53,13874,3,4
4,11661,6,4
49,11538,6,4
6,10276,4,5
23,12170,7,4
53,17036,4,4
41,10419,6,4
52,11094,10,4
7,10176,10,4
30,10771,6,4
7,11957,9,5
24,11358,2,4
20,11712,10,4
51,10837,10,4
46,11420,10,4
23,11436,7,4
51,11224,3,4
16,10119,10,4
16,10247,5,2
16,15221,3,5
29,10882,3,4
35,10780,7,4
2,10684,6,4
52,11100,9,2
9,12229,7,4
10,11767,8,3
24,10521,7,4
16,12215,9,4
26,11847,2,4
40,10814,5,5
24,12071,10,5
46,11213,7,4
34,11565,8,5
13,10514,9,2
9,10588,8,3
12,10505,9,3
7,10159,9,2
7,13946,3,5
12,11976,3,5
40,10014,3,5
52,10545,4,4
52,11076,5,4
20,11469,2,4
23,11434,3,5
54,11168,7,5
41,11585,9,4
39,11301,4,4
13,10648,9,4
10,10033,7,4
12,10497,3,5
10,12496,4,5
52,11077,9,4
53,11044,9,4
7,11796,4,4
4,12054,8,5
21,12152,9,4
55,10661,10,4
37,11021,6,4
43,11501,9,2
16,11447,4,5
24,11442,8,5
23,10720,7,4
36,10643,8,4
41,11582,1,4
10,10951,2,4
8,10208,5,4
23,10732,5,4
52,11524,6,4
22,11008,8,5
6,10186,4,4
51,11099,9,4
24,10600,2,4
10,10949,8,5
7,12044,7,3
46,12127,5,5
31,13112,3,4
2,11630,4,5
12,10002,5,4
50,11941,4,3
7,10819,8,4
2,11781,3,4
25,11256,9,4
43,11486,3,4
20,11333,9,4
38,11023,9,4
13,11930,2,4
7,12213,7,4
4,10298,4,5
39,10414,2,4
30,10379,4,4
25,12280,6,4
9,13541,3,4
6,12866,3,4
24,10109,9,5
51,11090,6,3
52,11154,8,4
32,10711,4,3
25,11255,8,4
18,11706,4,4
43,11125,1,2
10,11914,2,4
39,11577,10,4
40,12109,3,5
23,10720,5,4
47,11515,2,4
52,10851,2,4
40,12109,2,4
40,10415,4,5
41,11617,9,5
35,11018,6,3
10,11807,2,4
12,11747,2,4
50,11941,5,2
52,14040,3,4
25,10322,4,4
15,11991,4,4
41,11585,2,5
13,11817,9,2
7,10210,9,5
40,10417,3,4
22,10715,6,2
4,10982,3,5
15,12206,4,4
20,11710,10,4
16,10565,6,5
35,11570,2,4
12,10094,8,4
20,11330,8,4
13,12193,10,4
48,11194,7,3
46,11873,9,4
7,12043,5,3
36,11575,4,5
10,10948,8,4
46,12292,7,5
20,10153,6,4
35,10636,2,4
16,12219,7,4
7,10159,7,5
30,10771,10,4
20,11672,6,4
23,11416,4,4
24,11356,6,5
29,10908,6,4
4,11658,4,4
40,12108,10,3
35,11567,8,3
31,10633,6,4
13,10097,2,4
20,10703,5,4
25,12073,9,3
22,11406,5,5
41,10015,1,5
10,10952,9,3
53,11043,9,4
23,12171,4,4
12,11923,6,4
41,10015,5,5
23,10283,4,4
6,12727,3,4
41,12111,5,4
20,10705,2,4
15,10533,4,3
26,10019,5,3
10,11968,10,4
2,11629,3,5
12,10505,2,4
52,11092,7,5
10,11743,10,4
12,11772,10,4
41,12112,5,4
13,12149,10,4
9,10587,9,3
24,11252,6,4
12,10546,7,4
7,10315,1,1
55,11480,6,5
36,10782,5,1
24,10599,10,5
30,11286,2,5
31,10384,3,5
4,12055,9,4
22,11404,9,3
17,11463,7,5
2,10671,5,2
2,10671,3,4
20,10056,10,4
46,11419,3,4
29,11876,10,5
25,10529,7,4
